!!SBtab TableID="ParameterData" TableType="Quantity" Version="0.1" Level="1.0"  TableName="Jiang Data"									
!QuantityType	!Reaction:SBML:reaction:id	!Compound:SBML:species:id	!Mean	!Std	!Unit	!Organism	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound	!Reference
concentration of enzyme	v2	nan	90200	nan	molecules/cell	Saccharomyces cerevisiae	R00756	nan	yeastGFP
inhibitory constant	v2	Cit_cyt	0.4	nan	mM	Aspergillus niger	R00756	C00158	Brenda
inhibitory constant	v2	Cit_cyt	0.3	nan	mM	Aspergillus niger	R00756	C00158	Brenda
inhibitory constant	v2	PEP	0.2	nan	mM	Aspergillus niger	R00756	C00074	Brenda
inhibitory constant	v2	PEP	0.8	nan	mM	Mus musculus	R00756	C00074	Brenda
inhibitory constant	v2	Cit_cyt	1.3	nan	mM	Citrus x paradisi	R00756	C00158	Brenda
inhibitory constant	v2	OG_cyt	3.9	nan	mM	Citrus x paradisi	R00756	C00026	Brenda
inhibitory constant	v2	Suc	3.2	nan	mM	Citrus x paradisi	R00756	C00042	Brenda
inhibitory constant	v2	IsoCitcyt	3.6	nan	mM	Citrus x paradisi	R00756	C00311	Brenda
inhibitory constant	v2	IsoCitcyt	0.2	nan	mM	Rattus norvegicus	R00756	C00311	Brenda
inhibitory constant	v2	Suc	1.5	nan	mM	Rattus norvegicus	R00756	C00042	Brenda
inhibitory constant	v2	Cit_cyt	0	nan	mM	Rattus norvegicus	R00756	C00158	Brenda
inhibitory constant	v2	PEP	0.8	nan	mM	nan	R00756	C00074	Brenda
inhibitory constant	v2	Cit_cyt	2.4	nan	mM	nan	R00756	C00158	Brenda
equilibrium constant	v2	nan	1000	nan	dimensionless	nan	R00756	nan	NIST
equilibrium constant	v2	nan	150	nan	dimensionless	nan	R00756	nan	NIST
equilibrium constant	v2	nan	2290	nan	dimensionless	nan	R00756	nan	NIST
equilibrium constant	v2	nan	2700	nan	dimensionless	nan	R00756	nan	NIST
equilibrium constant	v2	nan	2800	nan	dimensionless	nan	R00756	nan	NIST
equilibrium constant	v2	nan	2900	nan	dimensionless	nan	R00756	nan	NIST
equilibrium constant	v2	nan	4800	nan	dimensionless	nan	R00756	nan	NIST
equilibrium constant	v2	nan	800	nan	dimensionless	nan	R00756	nan	NIST
concentration of enzyme	v20	nan	3480	nan	molecules/cell	Saccharomyces cerevisiae	R00258	nan	yeastGFP
concentration of enzyme	v20	nan	9960	nan	molecules/cell	Saccharomyces cerevisiae	R00258	nan	yeastGFP
inhibitory constant	v20	Suc	17	nan	mM	Trichoderma viride	R00258	C00042	Brenda
equilibrium constant	v20	nan	0.5	nan	dimensionless	nan	R00258	nan	NIST
equilibrium constant	v20	nan	0.6	nan	dimensionless	nan	R00258	nan	NIST
equilibrium constant	v20	nan	0.7	nan	dimensionless	nan	R00258	nan	NIST
equilibrium constant	v20	nan	0.7	nan	dimensionless	nan	R00258	nan	NIST
equilibrium constant	v20	nan	0.7	nan	dimensionless	nan	R00258	nan	NIST
equilibrium constant	v20	nan	0.7	nan	dimensionless	nan	R00258	nan	NIST
equilibrium constant	v20	nan	0.8	nan	dimensionless	nan	R00258	nan	NIST
equilibrium constant	v20	nan	1	nan	dimensionless	nan	R00258	nan	NIST
equilibrium constant	v20	nan	2.2	nan	dimensionless	nan	R00258	nan	NIST
Michaelis constant	v20	OG	0.1	nan	mM	Chlamydomonas reinhardtii	R00258	C00026	Brenda
Michaelis constant	v20	Ala	2.7	nan	mM	Chlamydomonas reinhardtii	R00258	C00041	Brenda
Michaelis constant	v20	Pyr	0.2	nan	mM	Chlamydomonas reinhardtii	R00258	C00022	Brenda
Michaelis constant	v20	Glu	0.5	nan	mM	Chlamydomonas reinhardtii	R00258	C00025	Brenda
Michaelis constant	v20	OG	1.6	nan	mM	Schistocerca gregaria	R00258	C00026	Brenda
Michaelis constant	v20	Ala	19.1	nan	mM	Schistocerca gregaria	R00258	C00041	Brenda
Michaelis constant	v20	OG	0.2	nan	mM	nan	R00258	C00026	Brenda
Michaelis constant	v20	Ala	6.9	nan	mM	nan	R00258	C00041	Brenda
Michaelis constant	v20	Pyr	0.1	nan	mM	Lycopersicon esculentum	R00258	C00022	Brenda
Michaelis constant	v20	OG	0.3	nan	mM	Lycopersicon esculentum	R00258	C00026	Brenda
Michaelis constant	v20	Pyr	0.2	nan	mM	Candida maltosa	R00258	C00022	Brenda
Michaelis constant	v20	OG	0.4	nan	mM	Candida maltosa	R00258	C00026	Brenda
Michaelis constant	v20	Ala	2.6	nan	mM	Candida maltosa	R00258	C00041	Brenda
Michaelis constant	v20	Glu	6.3	nan	mM	Candida maltosa	R00258	C00025	Brenda
Michaelis constant	v20	OG	0.2	nan	mM	Panicum miliaceum	R00258	C00026	Brenda
Michaelis constant	v20	Pyr	0.3	nan	mM	Panicum miliaceum	R00258	C00022	Brenda
Michaelis constant	v20	OG	0.3	nan	mM	Clarias batrachus	R00258	C00026	Brenda
Michaelis constant	v20	Ala	18.5	nan	mM	Clarias batrachus	R00258	C00041	Brenda
Michaelis constant	v20	OG	0.2	nan	mM	Homo sapiens	R00258	C00026	Brenda
Michaelis constant	v20	OG	0.2	nan	mM	Homo sapiens	R00258	C00026	Brenda
Michaelis constant	v20	Ala	5.1	nan	mM	Homo sapiens	R00258	C00041	Brenda
Michaelis constant	v20	Ala	8.3	nan	mM	Trichoderma viride	R00258	C00041	Brenda
Michaelis constant	v20	OG	1.9	nan	mM	Trichoderma viride	R00258	C00026	Brenda
Michaelis constant	v20	OG	0.3	nan	mM	Atriplex spongiosa	R00258	C00026	Brenda
Michaelis constant	v20	Pyr	0	nan	mM	Atriplex spongiosa	R00258	C00022	Brenda
Michaelis constant	v20	Pyr	0	nan	mM	Atriplex spongiosa	R00258	C00022	Brenda
Michaelis constant	v20	OG	0.1	nan	mM	Atriplex spongiosa	R00258	C00026	Brenda
Michaelis constant	v20	Pyr	0.5	nan	mM	Atriplex spongiosa	R00258	C00022	Brenda
Michaelis constant	v20	OG	0	nan	mM	Atriplex spongiosa	R00258	C00026	Brenda
Michaelis constant	v20	Pyr	0.9	nan	mM	Lagenorhynchus obliquidens	R00258	C00022	Brenda
Michaelis constant	v20	OG	0.5	nan	mM	Lagenorhynchus obliquidens	R00258	C00026	Brenda
Michaelis constant	v20	Ala	8.2	nan	mM	Lagenorhynchus obliquidens	R00258	C00041	Brenda
Michaelis constant	v20	OG	0.9	nan	mM	Pyrococcus furiosus	R00258	C00026	Brenda
Michaelis constant	v20	OG	1.1	nan	mM	Pyrococcus furiosus	R00258	C00026	Brenda
Michaelis constant	v20	Pyr	5.4	nan	mM	Pyrococcus furiosus	R00258	C00022	Brenda
Michaelis constant	v20	Pyr	5.6	nan	mM	Pyrococcus furiosus	R00258	C00022	Brenda
Michaelis constant	v20	Ala	3.2	nan	mM	Pyrococcus furiosus	R00258	C00041	Brenda
Michaelis constant	v20	OG	0.3	nan	mM	Labeo rohita	R00258	C00026	Brenda
Michaelis constant	v20	Ala	23.6	nan	mM	Labeo rohita	R00258	C00041	Brenda
Michaelis constant	v20	OG	0.4	nan	mM	Sus scrofa	R00258	C00026	Brenda
Michaelis constant	v20	Pyr	0.4	nan	mM	Sus scrofa	R00258	C00022	Brenda
Michaelis constant	v20	Pyr	0.5	nan	mM	Bos taurus	R00258	C00022	Brenda
Michaelis constant	v20	OG	0	nan	mM	Bos taurus	R00258	C00026	Brenda
Michaelis constant	v20	OG	0.7	nan	mM	Bos taurus	R00258	C00026	Brenda
Michaelis constant	v20	Ala	0.6	nan	mM	Bos taurus	R00258	C00041	Brenda
Michaelis constant	v20	Glu	6.6	nan	mM	Bos taurus	R00258	C00025	Brenda
Michaelis constant	v20	Ala	30.3	nan	mM	Bos taurus	R00258	C00041	Brenda
Michaelis constant	v20	OG	0.2	nan	mM	Bombyx mori	R00258	C00026	Brenda
Michaelis constant	v20	OG	1.4	nan	mM	Oryctolagus cuniculus	R00258	C00026	Brenda
Michaelis constant	v20	OG	0.5	nan	mM	Oryctolagus cuniculus	R00258	C00026	Brenda
Michaelis constant	v20	Pyr	0.1	nan	mM	Hordeum vulgare	R00258	C00022	Brenda
Michaelis constant	v20	OG	5	nan	mM	Hordeum vulgare	R00258	C00026	Brenda
concentration of enzyme	v27	nan	2310	nan	molecules/cell	Saccharomyces cerevisiae	R00351	nan	yeastGFP
product catalytic rate constant	v27	nan	78	nan	1/s	Acinetobacter calcoaceticus subsp. anitratus	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	0.2	nan	1/s	Thermoplasma acidophilum	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	0	nan	1/s	Thermoplasma acidophilum	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	170	nan	1/s	Azotobacter vinelandii	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	174	nan	1/s	Azotobacter vinelandii	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	111	nan	1/s	Azotobacter vinelandii	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	18	nan	1/s	Arthrobacter sp.	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	15	nan	1/s	Arthrobacter sp.	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	7	nan	1/s	Arthrobacter sp.	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	13	nan	1/s	Arthrobacter sp.	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	21	nan	1/s	nan	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	22	nan	1/s	nan	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	3	nan	1/s	Escherichia coli	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	3	nan	1/s	Escherichia coli	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	81	nan	1/s	Escherichia coli	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	81	nan	1/s	Escherichia coli	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	84	nan	1/s	Escherichia coli	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	84	nan	1/s	Escherichia coli	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	67	nan	1/s	Escherichia coli	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	67	nan	1/s	Escherichia coli	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	121	nan	1/s	Escherichia coli	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	121	nan	1/s	Escherichia coli	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	54	nan	1/s	Escherichia coli	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	54	nan	1/s	Escherichia coli	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	95	nan	1/s	Escherichia coli	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	95	nan	1/s	Escherichia coli	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	118	nan	1/s	Escherichia coli	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	118	nan	1/s	Escherichia coli	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	108	nan	1/s	Escherichia coli	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	108	nan	1/s	Escherichia coli	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	124	nan	1/s	Escherichia coli	R00351	C00024	Brenda
product catalytic rate constant	v27	nan	124	nan	1/s	Escherichia coli	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	167	nan	1/s	Sus scrofa	R00351	C00036	Brenda
product catalytic rate constant	v27	nan	0.3	nan	1/s	Sus scrofa	R00351	C00036	Brenda
substrate catalytic rate constant	v27	nan	6	nan	1/s	Arthrobacter sp.	R00351	C00100	Brenda
substrate catalytic rate constant	v27	nan	8	nan	1/s	Arthrobacter sp.	R00351	C00100	Brenda
substrate catalytic rate constant	v27	nan	4	nan	1/s	Arthrobacter sp.	R00351	C00100	Brenda
substrate catalytic rate constant	v27	nan	12	nan	1/s	nan	R00351	C00100	Brenda
inhibitory constant	v27	OG_cyt	0.3	nan	mM	Methanosarcina barkeri	R00351	C00026	Brenda
inhibitory constant	v27	NADH_cyt	0.1	nan	mM	Methanosarcina barkeri	R00351	C00004	Brenda
inhibitory constant	v27	CoA_cyt	0.1	nan	mM	Dictyostelium discoideum	R00351	C00010	Brenda
inhibitory constant	v27	NADH_cyt	10	nan	mM	Halobacterium salinarum	R00351	C00004	Brenda
inhibitory constant	v27	OG_cyt	20	nan	mM	Haloferax volcanii	R00351	C00026	Brenda
inhibitory constant	v27	NADH_cyt	5.2	nan	mM	Natronomonas pharaonis	R00351	C00004	Brenda
inhibitory constant	v27	OG_cyt	0.4	nan	mM	Drosophila melanogaster	R00351	C00026	Brenda
inhibitory constant	v27	NADH_cyt	3.2	nan	mM	Natronobacterium gregoryi	R00351	C00004	Brenda
inhibitory constant	v27	OG_cyt	2.2	nan	mM	Sulfolobus acidocaldarius	R00351	C00026	Brenda
inhibitory constant	v27	NADH_cyt	4.4	nan	mM	Sulfolobus acidocaldarius	R00351	C00004	Brenda
inhibitory constant	v27	NADPH	0.8	nan	mM	Sulfolobus acidocaldarius	R00351	C00005	Brenda
inhibitory constant	v27	NADH_cyt	4.6	nan	mM	Sulfolobus acidocaldarius	R00351	C00004	Brenda
inhibitory constant	v27	OG_cyt	5.4	nan	mM	Thermoplasma acidophilum	R00351	C00026	Brenda
inhibitory constant	v27	NADH_cyt	5.4	nan	mM	Thermoplasma acidophilum	R00351	C00004	Brenda
inhibitory constant	v27	NADPH	4.9	nan	mM	Thermoplasma acidophilum	R00351	C00005	Brenda
inhibitory constant	v27	NADH_cyt	10.4	nan	mM	Thermoplasma acidophilum	R00351	C00004	Brenda
inhibitory constant	v27	NADH_cyt	0	nan	mM	Azotobacter vinelandii	R00351	C00004	Brenda
inhibitory constant	v27	NADH_cyt	0.7	nan	mM	Azotobacter vinelandii	R00351	C00004	Brenda
inhibitory constant	v27	NADH_cyt	0.4	nan	mM	Hyphomicrobium sp.	R00351	C00004	Brenda
inhibitory constant	v27	NADH_cyt	3.5	nan	mM	Sulfolobus solfataricus	R00351	C00004	Brenda
inhibitory constant	v27	NADH_cyt	3	nan	mM	Sulfolobus solfataricus	R00351	C00004	Brenda
inhibitory constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
inhibitory constant	v27	NADH_cyt	0.4	nan	mM	Escherichia coli	R00351	C00004	Brenda
inhibitory constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
inhibitory constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
inhibitory constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
inhibitory constant	v27	NADH_cyt	0	nan	mM	Escherichia coli	R00351	C00004	Brenda
inhibitory constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
inhibitory constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
inhibitory constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
inhibitory constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
inhibitory constant	v27	NADH_cyt	0.1	nan	mM	Escherichia coli	R00351	C00004	Brenda
inhibitory constant	v27	NADH_cyt	0.2	nan	mM	Escherichia coli	R00351	C00004	Brenda
inhibitory constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
inhibitory constant	v27	OG_cyt	0.8	nan	mM	Escherichia coli	R00351	C00026	Brenda
inhibitory constant	v27	NADH_cyt	0	nan	mM	Escherichia coli	R00351	C00004	Brenda
inhibitory constant	v27	NADH_cyt	0	nan	mM	Escherichia coli	R00351	C00004	Brenda
inhibitory constant	v27	OXA_cyt	0.1	nan	mM	Escherichia coli	R00351	C00036	Brenda
inhibitory constant	v27	NADH_cyt	0.6	nan	mM	Escherichia coli	R00351	C00004	Brenda
inhibitory constant	v27	NADH_cyt	0.8	nan	mM	Escherichia coli	R00351	C00004	Brenda
inhibitory constant	v27	NADH_cyt	0.1	nan	mM	Escherichia coli	R00351	C00004	Brenda
inhibitory constant	v27	NADH_cyt	0.2	nan	mM	Escherichia coli	R00351	C00004	Brenda
inhibitory constant	v27	NADH_cyt	0	nan	mM	Mesorhizobium ciceri	R00351	C00004	Brenda
substrate catalytic rate constant	v27	nan	942	nan	1/s	Acinetobacter calcoaceticus subsp. anitratus	R00351	C00158	Brenda
substrate catalytic rate constant	v27	nan	2100	nan	1/s	Azotobacter vinelandii	R00351	C00158	Brenda
substrate catalytic rate constant	v27	nan	117	nan	1/s	Sus scrofa	R00351	C00158	Brenda
equilibrium constant	v27	nan	0	nan	dimensionless	nan	R00351	nan	NIST
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Methanosarcina barkeri	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Methanosarcina barkeri	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Saccharomyces cerevisiae	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Saccharomyces cerevisiae	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Saccharomyces cerevisiae	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Saccharomyces cerevisiae	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Tetrahymena pyriformis	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Tetrahymena pyriformis	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Pisum sativum	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Pisum sativum	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Pyrococcus furiosus	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Pyrococcus furiosus	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Bacillus megaterium	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Bacillus megaterium	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.9	nan	mM	Pseudomonas aeruginosa	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	1	nan	mM	Pseudomonas aeruginosa	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Pseudomonas aeruginosa	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Pseudomonas aeruginosa	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0.1	nan	mM	Pseudomonas sp.	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Pseudomonas sp.	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.5	nan	mM	Pseudomonas sp.	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Acinetobacter calcoaceticus subsp. anitratus	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Acinetobacter calcoaceticus subsp. anitratus	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Acinetobacter calcoaceticus subsp. anitratus	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Dictyostelium discoideum	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0.1	nan	mM	Halobacterium salinarum	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.2	nan	mM	Halobacterium salinarum	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Haloferax volcanii	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Haloferax volcanii	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0.2	nan	mM	Natronomonas pharaonis	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Drosophila melanogaster	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Drosophila melanogaster	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0.1	nan	mM	Natronobacterium gregoryi	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Thermoplasma acidophilum	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Thermoplasma acidophilum	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Thermoplasma acidophilum	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Thermoplasma acidophilum	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Thermoplasma acidophilum	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Azotobacter vinelandii	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Lycopersicon esculentum	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Lycopersicon esculentum	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Arthrobacter sp.	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Arthrobacter sp.	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Arthrobacter sp.	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	1.2	nan	mM	Arthrobacter sp.	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Arthrobacter sp.	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.2	nan	mM	Arthrobacter sp.	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	nan	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Cupriavidus necator	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0.1	nan	mM	Cupriavidus necator	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Hyphomicrobium sp.	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.6	nan	mM	Bacillus subtilis	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.4	nan	mM	Nitrobacter winogradskyi	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Nitrobacter winogradskyi	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	10	nan	mM	Yarrowia lipolytica	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	5	nan	mM	Yarrowia lipolytica	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Methylobacterium extorquens	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Anthocidaris crassispina	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Anthocidaris crassispina	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Escherichia coli	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.2	nan	mM	Escherichia coli	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Escherichia coli	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.2	nan	mM	Escherichia coli	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.7	nan	mM	Escherichia coli	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Escherichia coli	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0.1	nan	mM	Escherichia coli	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Escherichia coli	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Escherichia coli	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Escherichia coli	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Escherichia coli	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.2	nan	mM	Escherichia coli	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.3	nan	mM	Halobacterium salinarum	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0.1	nan	mM	Agave americana	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	nan	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0.1	nan	mM	nan	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Gluconacetobacter europaeus	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.2	nan	mM	Nitrosomonas sp.	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.2	nan	mM	Mesorhizobium ciceri	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Mesorhizobium ciceri	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Emericella nidulans	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0.6	nan	mM	Emericella nidulans	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Geobacter sulfurreducens	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Geobacter sulfurreducens	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Geobacter sulfurreducens	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Geobacter sulfurreducens	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	Sus scrofa	R00351	C00024	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Sus scrofa	R00351	C00036	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	Sus scrofa	R00351	C00036	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0	nan	mM	Sus scrofa	R00351	C00024	Brenda
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	nan	mM	nan	R00351	C00024	Brenda
Michaelis constant	v27	CoA_cyt	0	nan	mM	nan	R00351	C00010	Brenda
Michaelis constant	v27	OXA_cyt	0	nan	mM	nan	R00351	C00036	Brenda
Michaelis constant	v27	CoA_cyt	0	nan	mM	nan	R00351	C00010	Brenda
