
!!SBtab SBtabVersion='1.0' TableType='QuantityType' TableName='Jiang Result'
!QuantityType	!Reaction:SBML:reaction:id	!Compound:SBML:species:id	!Value	!Mean	!Std	!Unit	!Provenance	!Type	!Reference	!lnMean	!lnStd
forward maximal velocity	v29		0.178136150595	0.260717422834	0.278624046596	mM/s	Balanced parameter value	Derived		-1.72520713009	0.872798946817
reverse maximal velocity	v29		0.18189478923	0.266218510485	0.284502960576	mM/s	Balanced parameter value	Derived		-1.70432684021	0.872798946817
reaction affinity	v29		-0.0429271208012	-0.0429271208012	4.59249356265	kJ/mol	Balanced parameter value	Derived		-0.0429271208012	4.59249356265
catalytic rate constant geometric mean	v30		10.1176589232	10.1420986092	0.705363084413	1/s	Balanced parameter value	Basic		2.3142823054	0.0694641603361
concentration of enzyme	v30		0.0185457456567	0.0271587671604	0.0290551458682	mM	Balanced parameter value	Basic		-3.98751486088	0.873452336219
equilibrium constant	v30		0.985057798293	1.00415524968	0.198686109473	dimensionless	Balanced parameter value	Derived		-0.0150549610611	0.195967352034
substrate catalytic rate constant	v30		9.62919881604	9.72581898098	1.38123222809	1/s	Balanced parameter value	Derived		2.26480002568	0.141308699415
product catalytic rate constant	v30		9.77526276399	9.87334854648	1.4021839434	1/s	Balanced parameter value	Derived		2.27985498674	0.141308699415
forward maximal velocity	v30		0.17858067212	0.26158842781	0.279996876268	mM/s	Balanced parameter value	Derived		-1.72271483521	0.873764200033
reverse maximal velocity	v30		0.181289536949	0.265556425484	0.284244109079	mM/s	Balanced parameter value	Derived		-1.70765987415	0.873764200033
reaction affinity	v30		-0.000470552647537	-0.000470552647537	5.46345705869	kJ/mol	Balanced parameter value	Derived		-0.000470552647537	5.46345705869
catalytic rate constant geometric mean	v31		10.3140291566	10.3389474899	0.719115743464	1/s	Balanced parameter value	Basic		2.33350502252	0.0694701551856
concentration of enzyme	v31		0.019307076832	0.028273727594	0.0302480625294	mM	Balanced parameter value	Basic		-3.94728357504	0.873454424632
equilibrium constant	v31		0.985039719544	1.00413730274	0.198685091368	dimensionless	Balanced parameter value	Derived		-0.0150733142126	0.195969803002
substrate catalytic rate constant	v31		9.22431731335	9.31689535078	1.32330525116	1/s	Balanced parameter value	Derived		2.22184318321	0.141324259191
product catalytic rate constant	v31		9.36441153623	9.45839560164	1.34340293585	1/s	Balanced parameter value	Derived		2.23691649743	0.141324259191
forward maximal velocity	v31		0.178094603092	0.260876457977	0.279234870981	mM/s	Balanced parameter value	Derived		-1.72544039183	0.873764346976
reverse maximal velocity	v31		0.180799413017	0.264838516458	0.283475747668	mM/s	Balanced parameter value	Derived		-1.71036707762	0.873764346976
reaction affinity	v31		0.355457735769	0.355457735769	5.54164642522	kJ/mol	Balanced parameter value	Derived		0.355457735769	5.54164642522
catalytic rate constant geometric mean	v32		10.3640934521	10.3891181924	0.722395138478	1/s	Balanced parameter value	Basic		2.33834727965	0.0694499973802
concentration of enzyme	v32		0.0195037368254	0.0285615458435	0.030555627792	mM	Balanced parameter value	Basic		-3.9371491997	0.873447402996
equilibrium constant	v32		0.985526548174	1.00463585979	0.19879576517	dimensionless	Balanced parameter value	Derived		-0.0145792139656	0.195981434058
substrate catalytic rate constant	v32		9.12731525749	9.2188605736	1.30895596179	1/s	Balanced parameter value	Derived		2.21127159413	0.14127882898
product catalytic rate constant	v32		9.26135909215	9.35424884361	1.32817930091	1/s	Balanced parameter value	Derived		2.2258508081	0.14127882898
forward maximal velocity	v32		0.178016754704	0.260762565441	0.279113246856	mM/s	Balanced parameter value	Derived		-1.72587760557	0.873764967156
reverse maximal velocity	v32		0.180631110379	0.264592126842	0.283212306531	mM/s	Balanced parameter value	Derived		-1.7112983916	0.873764967156
reaction affinity	v32		0.0067927983309	0.0067927983309	5.90052412237	kJ/mol	Balanced parameter value	Derived		0.0067927983309	5.90052412237
catalytic rate constant geometric mean	v33		9.80199566283	9.82449392572	0.666026470596	1/s	Balanced parameter value	Basic		2.28258600401	0.0677147485662
concentration of enzyme	v33		0.017355390123	0.025402231619	0.0271491967662	mM	Balanced parameter value	Basic		-4.05385215093	0.872850389387
equilibrium constant	v33		0.978786667152	0.994418574771	0.178432230005	dimensionless	Balanced parameter value	Derived		-0.0214415691333	0.17801409803
substrate catalytic rate constant	v33		10.3028756494	10.3912996635	1.36433363553	1/s	Balanced parameter value	Derived		2.33242304553	0.130735149656
product catalytic rate constant	v33		10.5261708145	10.6165112504	1.39390296304	1/s	Balanced parameter value	Derived		2.35386461467	0.130735149656
forward maximal velocity	v33		0.178810426284	0.261704614756	0.279679706499	mM/s	Balanced parameter value	Derived		-1.72142910539	0.8728004005
reverse maximal velocity	v33		0.182685800987	0.267376562778	0.285741230327	mM/s	Balanced parameter value	Derived		-1.69998753626	0.8728004005
reaction affinity	v33		-0.0633388188697	-0.0633388188697	5.50806720768	kJ/mol	Balanced parameter value	Derived		-0.0633388188697	5.50806720768
catalytic rate constant geometric mean	v34		10.6301527936	10.6557272713	0.739592981935	1/s	Balanced parameter value	Basic		2.36369456606	0.0693246493185
concentration of enzyme	v34		0.0205663345882	0.0301164815322	0.0322168245079	mM	Balanced parameter value	Basic		-3.88409978331	0.873403784557
equilibrium constant	v34		0.974817511509	0.993717432384	0.196626090186	dimensionless	Balanced parameter value	Derived		-0.0255049931856	0.195972483739
substrate catalytic rate constant	v34		8.57779973525	8.66345357263	1.22736286257	1/s	Balanced parameter value	Derived		2.1491774395	0.140968077888
product catalytic rate constant	v34		8.7993902797	8.8872568151	1.2590693623	1/s	Balanced parameter value	Derived		2.17468243269	0.140968077888
forward maximal velocity	v34		0.176413899385	0.258414512147	0.27659963654	mM/s	Balanced parameter value	Derived		-1.73492234381	0.873764266517
reverse maximal velocity	v34		0.180971204664	0.265090141587	0.283745042815	mM/s	Balanced parameter value	Derived		-1.70941735063	0.873764266517
reaction affinity	v34		-0.0413173189676	-0.0413173189676	5.63396993409	kJ/mol	Balanced parameter value	Derived		-0.0413173189676	5.63396993409
catalytic rate constant geometric mean	v35		10.635402959	10.6609994241	0.740094351274	1/s	Balanced parameter value	Basic		2.36418833782	0.0693373078219
concentration of enzyme	v35		0.0205875991633	0.0301477363823	0.0322504914074	mM	Balanced parameter value	Basic		-3.88306636682	0.873408185967
equilibrium constant	v35		0.974818490361	0.993720073871	0.196635244697	dimensionless	Balanced parameter value	Derived		-0.025503989047	0.195980923747
substrate catalytic rate constant	v35		8.56834629626	8.65394722621	1.22631479157	1/s	Balanced parameter value	Derived		2.14807474973	0.141002084112
product catalytic rate constant	v35		8.78968380369	8.87749597672	1.25799295325	1/s	Balanced parameter value	Derived		2.17357873877	0.141002084112
forward maximal velocity	v35		0.17640167904	0.258396722925	0.276580818729	mM/s	Balanced parameter value	Derived		-1.73499161709	0.873764759827
reverse maximal velocity	v35		0.180958486922	0.265071626647	0.283725453983	mM/s	Balanced parameter value	Derived		-1.70948762804	0.873764759827
reaction affinity	v35		-0.042281437781	-0.042281437781	5.89114123266	kJ/mol	Balanced parameter value	Derived		-0.042281437781	5.89114123266
catalytic rate constant geometric mean	v36		10.1515289625	10.1767592641	0.717942510164	1/s	Balanced parameter value	Basic		2.31762433085	0.0704597216772
concentration of enzyme	v36		0.0186759192579	0.0273577413333	0.0292847450583	mM	Balanced parameter value	Basic		-3.98052032519	0.873801558648
equilibrium constant	v36		0.979496815624	1.00041030524	0.207831221268	dimensionless	Balanced parameter value	Derived		-0.0207162926244	0.205555412045
substrate catalytic rate constant	v36		9.53055124838	9.63416410092	1.42447233849	1/s	Balanced parameter value	Derived		2.25450255947	0.147057690089
product catalytic rate constant	v36		9.73004822104	9.83582993558	1.45428991271	1/s	Balanced parameter value	Derived		2.2752188521	0.147057690089
forward maximal velocity	v36		0.177991805598	0.26085170631	0.279460684506	mM/s	Balanced parameter value	Derived		-1.72601776572	0.874316370118
reverse maximal velocity	v36		0.181717594952	0.266311949309	0.285310457418	mM/s	Balanced parameter value	Derived		-1.70530147309	0.874316370118
reaction affinity	v36		-0.0554505659757	-0.0554505659757	6.43069674201	kJ/mol	Balanced parameter value	Derived		-0.0554505659757	6.43069674201
catalytic rate constant geometric mean	v37		10.6418221391	10.6674404346	0.740633847463	1/s	Balanced parameter value	Basic		2.36479172293	0.0693459344589
concentration of enzyme	v37		0.0206136141541	0.0301859108878	0.0322914870675	mM	Balanced parameter value	Basic		-3.88180354021	0.873411185929
equilibrium constant	v37		0.974754383116	0.993654714817	0.19662226548	dimensionless	Balanced parameter value	Derived		-0.0255697544731	0.195980878665
substrate catalytic rate constant	v37		8.55652179735	8.64203038191	1.22481171235	1/s	Balanced parameter value	Derived		2.14669377549	0.141023243622
product catalytic rate constant	v37		8.77813113289	8.86585434403	1.25653368025	1/s	Balanced parameter value	Derived		2.17226352997	0.141023243622
forward maximal velocity	v37		0.176380838832	0.258366198285	0.276548151028	mM/s	Balanced parameter value	Derived		-1.73510976471	0.873764770969
reverse maximal velocity	v37		0.180949008167	0.265057744557	0.283710600145	mM/s	Balanced parameter value	Derived		-1.70954001024	0.873764770969
reaction affinity	v37		0.0200090495606	0.0200090495606	5.88943656629	kJ/mol	Balanced parameter value	Derived		0.0200090495606	5.88943656629
catalytic rate constant geometric mean	v38		10.6494236491	10.675063691	0.741213012948	1/s	Balanced parameter value	Basic		2.36550577324	0.0693505909067
concentration of enzyme	v38		0.0206444429559	0.03023109835	0.0323399122337	mM	Balanced parameter value	Basic		-3.88030910204	0.873412805386
equilibrium constant	v38		0.974434693951	0.993326935978	0.196547474747	dimensionless	Balanced parameter value	Derived		-0.02589777721	0.195971164958
substrate catalytic rate constant	v38		8.54148109293	8.62684917003	1.22273065419	1/s	Balanced parameter value	Derived		2.14493442285	0.141031298754
product catalytic rate constant	v38		8.76557571888	8.85318351613	1.25481026259	1/s	Balanced parameter value	Derived		2.17083220006	0.141031298754
forward maximal velocity	v38		0.176334119182	0.258297641141	0.276474526241	mM/s	Balanced parameter value	Derived		-1.7353746792	0.873764233679
reverse maximal velocity	v38		0.180960427904	0.265074347973	0.283728122528	mM/s	Balanced parameter value	Derived		-1.70947690199	0.873764233679
reaction affinity	v38		0.330763282823	0.330763282823	5.59151097811	kJ/mol	Balanced parameter value	Derived		0.330763282823	5.59151097811
catalytic rate constant geometric mean	v40		9.86340627029	9.88792973355	0.697698178728	1/s	Balanced parameter value	Basic		2.28883157247	0.0704730016558
concentration of enzyme	v40		0.0175837380093	0.02575794644	0.0275724766849	mM	Balanced parameter value	Basic		-4.04078078081	0.873806249628
equilibrium constant	v40		0.978845445241	0.999732752941	0.207628821158	dimensionless	Balanced parameter value	Derived		-0.0213815189445	0.205495674741
substrate catalytic rate constant	v40		10.1604134317	10.2708903799	1.5187300613	1/s	Balanced parameter value	Derived		2.31849913342	0.147068582133
product catalytic rate constant	v40		10.3799976606	10.492862208	1.55155246284	1/s	Balanced parameter value	Derived		2.33988065236	0.147068582133
forward maximal velocity	v40		0.178658047849	0.261827303222	0.280504278511	mM/s	Balanced parameter value	Derived		-1.72228164739	0.874312880872
reverse maximal velocity	v40		0.182519159401	0.267485847224	0.286566464476	mM/s	Balanced parameter value	Derived		-1.70090012845	0.874312880872
reaction affinity	v40		0.0175176709395	0.0175176709395	4.39489141036	kJ/mol	Balanced parameter value	Derived		0.0175176709395	4.39489141036
catalytic rate constant geometric mean	v41		10.2712395539	10.2967428746	0.726057843624	1/s	Balanced parameter value	Basic		2.32934771324	0.0704259357605
concentration of enzyme	v41		0.0191398176366	0.0280369985634	0.0300112613727	mM	Balanced parameter value	Basic		-3.95598442087	0.873789628086
equilibrium constant	v41		0.979664510051	1.00057782178	0.207847149415	dimensionless	Balanced parameter value	Derived		-0.0205451026109	0.205537137828
substrate catalytic rate constant	v41		9.28495741239	9.38577993481	1.38691538309	1/s	Balanced parameter value	Derived		2.22839560808	0.146970492982
product catalytic rate constant	v41		9.47769090044	9.58060625705	1.41570442622	1/s	Balanced parameter value	Derived		2.24894071069	0.146970492982
forward maximal velocity	v41		0.177712391637	0.260441960803	0.279021192929	mM/s	Balanced parameter value	Derived		-1.72758881279	0.874315241721
reverse maximal velocity	v41		0.181401275451	0.265848112421	0.284813004928	mM/s	Balanced parameter value	Derived		-1.70704371017	0.874315241721
reaction affinity	v41		-0.011710836671	-0.011710836671	5.88609449383	kJ/mol	Balanced parameter value	Derived		-0.011710836671	5.88609449383
catalytic rate constant geometric mean	v42		9.740835109	9.76314950979	0.66122312803	1/s	Balanced parameter value	Basic		2.27632685412	0.0676489456333
concentration of enzyme	v42		0.0171295207265	0.0250711485874	0.026794364109	mM	Balanced parameter value	Basic		-4.06695194564	0.872828039184
equilibrium constant	v42		0.978658218928	0.994287710767	0.178406652517	dimensionless	Balanced parameter value	Derived		-0.0215728098387	0.178012039384
substrate catalytic rate constant	v42		10.4472805092	10.5367086583	1.38160171636	1/s	Balanced parameter value	Derived		2.34634170619	0.130564287996
product catalytic rate constant	v42		10.6751062906	10.7664846159	1.41173056092	1/s	Balanced parameter value	Derived		2.36791451603	0.130564287996
forward maximal velocity	v42		0.178956908018	0.261918956228	0.279908675154	mM/s	Balanced parameter value	Derived		-1.72061023945	0.872800193636
reverse maximal velocity	v42		0.182859454463	0.267630671426	0.286012695485	mM/s	Balanced parameter value	Derived		-1.69903742961	0.872800193636
reaction affinity	v42		-0.0689503948483	-0.0689503948483	5.4514016974	kJ/mol	Balanced parameter value	Derived		-0.0689503948483	5.4514016974
catalytic rate constant geometric mean	v43		9.91249161121	9.93713711573	0.70117028076	1/s	Balanced parameter value	Basic		2.29379574068	0.0704730016558
concentration of enzyme	v43		0.0177673769761	0.0260269542396	0.0278604348613	mM	Balanced parameter value	Basic		-4.03039125738	0.873806249628
equilibrium constant	v43		0.978811773129	0.99969922561	0.207626194099	dimensionless	Balanced parameter value	Derived		-0.0214159193605	0.205499877024
substrate catalytic rate constant	v43		10.0481739206	10.1574326508	1.50196851391	1/s	Balanced parameter value	Derived		2.30739091856	0.14707005008
product catalytic rate constant	v43		10.265685596	10.3773094375	1.53448145511	1/s	Balanced parameter value	Derived		2.32880683792	0.14707005008
forward maximal velocity	v43		0.178529693969	0.261639254269	0.280302928667	mM/s	Balanced parameter value	Derived		-1.72300033883	0.874313127797
reverse maximal velocity	v43		0.182394305902	0.26730292938	0.28637061421	mM/s	Balanced parameter value	Derived		-1.70158441947	0.874313127797
reaction affinity	v43		0.0501064384761	0.0501064384761	4.5678590099	kJ/mol	Balanced parameter value	Derived		0.0501064384761	4.5678590099
catalytic rate constant geometric mean	v39		9.69109436341	9.71516955453	0.685225317111	1/s	Balanced parameter value	Basic		2.27120735693	0.0704440005967
concentration of enzyme	v39		0.0169469643157	0.0248249315307	0.0265732896971	mM	Balanced parameter value	Basic		-4.07766655762	0.873796006492
equilibrium constant	v39		0.978553804875	0.999442929361	0.207609008373	dimensionless	Balanced parameter value	Derived		-0.0216795065605	0.205534817974
substrate catalytic rate constant	v39		10.5668993314	10.681708641	1.57887210774	1/s	Balanced parameter value	Derived		2.35772641072	0.147012891519
product catalytic rate constant	v39		10.7984857641	10.9158112593	1.61347500758	1/s	Balanced parameter value	Derived		2.37940591728	0.147012891519
forward maximal velocity	v39		0.179076865896	0.262441607388	0.281163439599	mM/s	Balanced parameter value	Derived		-1.7199401469	0.874315134443
reverse maximal velocity	v39		0.183001552908	0.26819333396	0.287325477862	mM/s	Balanced parameter value	Derived		-1.69826064034	0.874315134443
reaction affinity	v39		-0.0771384382618	-0.0771384382618	5.81235818691	kJ/mol	Balanced parameter value	Derived		-0.0771384382618	5.81235818691
catalytic rate constant geometric mean	v44		9.94281091235	9.96755170143	0.703599747473	1/s	Balanced parameter value	Basic		2.29684976865	0.0705013277307
concentration of enzyme	v44		0.0178813059444	0.0261940748157	0.0280397875558	mM	Balanced parameter value	Basic		-4.02399947251	0.873816258314
equilibrium constant	v44		0.979071571882	0.999972782868	0.207724263321	dimensionless	Balanced parameter value	Derived		-0.0211505319923	0.205539847669
substrate catalytic rate constant	v44		9.98116942018	10.0898208592	1.49280874229	1/s	Balanced parameter value	Derived		2.30070025983	0.14715175896
product catalytic rate constant	v44		10.1945247996	10.3054987489	1.52471870817	1/s	Balanced parameter value	Derived		2.32185079182	0.14715175896
forward maximal velocity	v44		0.178476344085	0.261561616416	0.280220850417	mM/s	Balanced parameter value	Derived		-1.72329921268	0.874315522314
reverse maximal velocity	v44		0.1822914169	0.267152702548	0.286210792412	mM/s	Balanced parameter value	Derived		-1.70214868069	0.874315522314
reaction affinity	v44		-0.0327405262544	-0.0327405262544	5.96582425058	kJ/mol	Balanced parameter value	Derived		-0.0327405262544	5.96582425058
Michaelis constant	GLCflow	GLC	0.951624198802	1.69737152185	2.50696294134	mM	Balanced parameter value	Basic		-0.0495850712818	1.07579362536
Michaelis constant	LACflow	LAC	0.881977485262	1.57309723279	2.32330954409	mM	Balanced parameter value	Basic		-0.125588750215	1.07576501707
Michaelis constant	GAPflow	GAP	0.96947066894	2.09397324063	4.00886698261	mM	Balanced parameter value	Basic		-0.0310050585584	1.2410224751
Michaelis constant	v1	GLC	0.951624198802	1.69737152185	2.50696294134	mM	Balanced parameter value	Basic		-0.0495850712818	1.07579362536
Michaelis constant	v1	ATP_cyt	0.100416571357	0.271226364464	0.680527748801	mM	Balanced parameter value	Basic		-2.29842803199	1.40969962648
Michaelis constant	v1	F6P	0.954041715823	1.70289908133	2.51774671475	mM	Balanced parameter value	Basic		-0.0470478812117	1.0764571722
Michaelis constant	v1	ADP_cyt	0.0990784973841	0.267612210603	0.671459559596	mM	Balanced parameter value	Basic		-2.31184284016	1.40969962648
Michaelis constant	v2	F6P	0.954041715823	1.70289908133	2.51774671475	mM	Balanced parameter value	Basic		-0.0470478812117	1.0764571722
Michaelis constant	v2	ATP_cyt	0.100416571357	0.271226364464	0.680527748801	mM	Balanced parameter value	Basic		-2.29842803199	1.40969962648
Michaelis constant	v2	FBP	0.967902414446	1.72979409938	2.56215854635	mM	Balanced parameter value	Basic		-0.0326240083103	1.07761439489
Michaelis constant	v2	ADP_cyt	0.0990784973842	0.267612210604	0.671459559596	mM	Balanced parameter value	Basic		-2.31184284016	1.40969962648
Michaelis constant	v3	FBP	0.967902414445	1.72979409938	2.56215854635	mM	Balanced parameter value	Basic		-0.0326240083107	1.07761439489
Michaelis constant	v3	GAP	0.96947066894	2.09397324063	4.00886698261	mM	Balanced parameter value	Basic		-0.0310050585583	1.2410224751
Michaelis constant	v4	GAP	0.969470668939	2.09397324063	4.00886698261	mM	Balanced parameter value	Basic		-0.0310050585587	1.2410224751
Michaelis constant	v4	NAD	0.0260454567208	0.071509756417	0.182849516074	mM	Balanced parameter value	Basic		-3.64791193211	1.42126038916
Michaelis constant	v4	DPG	0.423508351228	0.76188465745	1.13935326893	mM	Balanced parameter value	Basic		-0.859182045538	1.08371762245
Michaelis constant	v4	NADH_cyt	0.0382038679867	0.104891587166	0.268206422656	mM	Balanced parameter value	Basic		-3.2648185123	1.42126038916
Michaelis constant	v5	DPG	0.423508351228	0.76188465745	1.13935326893	mM	Balanced parameter value	Basic		-0.859182045538	1.08371762245
Michaelis constant	v5	ADP_cyt	0.0990784973842	0.267612210603	0.671459559596	mM	Balanced parameter value	Basic		-2.31184284016	1.40969962648
Michaelis constant	v5	PEP	0.391856752062	0.704136375173	1.05124800451	mM	Balanced parameter value	Basic		-0.936858934391	1.08265941786
Michaelis constant	v5	ATP_cyt	0.100416571357	0.271226364463	0.6805277488	mM	Balanced parameter value	Basic		-2.29842803199	1.40969962648
Michaelis constant	v6	PEP	0.391856752062	0.704136375173	1.05124800451	mM	Balanced parameter value	Basic		-0.936858934391	1.08265941786
Michaelis constant	v6	ADP_cyt	0.0990784973841	0.267612210603	0.671459559596	mM	Balanced parameter value	Basic		-2.31184284016	1.40969962648
Michaelis constant	v6	PYR_cyt	0.604788937108	1.44010199241	3.1120683136	mM	Balanced parameter value	Basic		-0.502875746103	1.31726207358
Michaelis constant	v6	ATP_cyt	0.100416571357	0.271226364463	0.6805277488	mM	Balanced parameter value	Basic		-2.29842803199	1.40969962648
Michaelis constant	v7	PYR_cyt	0.604788937108	1.44010199241	3.1120683136	mM	Balanced parameter value	Basic		-0.502875746103	1.31726207358
Michaelis constant	v7	NADH_cyt	0.0382038679866	0.104891587166	0.268206422655	mM	Balanced parameter value	Basic		-3.2648185123	1.42126038916
Michaelis constant	v7	LAC	0.881977485262	1.57309723279	2.32330954409	mM	Balanced parameter value	Basic		-0.125588750215	1.07576501707
Michaelis constant	v7	NAD	0.0260454567207	0.0715097564169	0.182849516074	mM	Balanced parameter value	Basic		-3.64791193211	1.42126038916
Michaelis constant	hidden_1	AMP	0.897842401172	0.910718169258	0.154787894099	mM	Balanced parameter value	Basic		-0.107760725891	0.168753857167
Michaelis constant	hidden_1	ATP_cyt	0.100416571357	0.271226364463	0.6805277488	mM	Balanced parameter value	Basic		-2.29842803199	1.40969962648
Michaelis constant	hidden_1	ADP_cyt	0.0990784973841	0.267612210603	0.671459559596	mM	Balanced parameter value	Basic		-2.31184284016	1.40969962648
Michaelis constant	v8	PYR_cyt	0.604788937108	1.44010199241	3.1120683136	mM	Balanced parameter value	Basic		-0.502875746103	1.31726207358
Michaelis constant	v8	Pyr	0.646773269531	1.63058174546	3.77364604283	mM	Balanced parameter value	Basic		-0.435759479389	1.35992376962
Michaelis constant	v9	Pyr	0.646773269531	1.63058174546	3.77364604283	mM	Balanced parameter value	Basic		-0.435759479389	1.35992376962
Michaelis constant	v9	CoA	0.189622309175	0.486202491069	1.14793123886	mM	Balanced parameter value	Basic		-1.66272103166	1.3722907404
Michaelis constant	v9	NAD_p	0.0289092861557	0.0816754291279	0.215813835896	mM	Balanced parameter value	Basic		-3.54359241521	1.44124276081
Michaelis constant	v9	CO2	0.324399489311	0.730542906533	1.47407523052	mM	Balanced parameter value	Basic		-1.125779531	1.27421522305
Michaelis constant	v9	Acetyl_CoA	0.0406582081714	0.0922726059568	0.187984834996	mM	Balanced parameter value	Basic		-3.20255454034	1.28027072549
Michaelis constant	v9	NADH	0.034419292986	0.0972424746072	0.256947183272	mM	Balanced parameter value	Basic		-3.3691380292	1.44124276081
Michaelis constant	v10	OXA	0.210416186018	0.510562821484	1.12875085444	mM	Balanced parameter value	Basic		-1.55866787133	1.33148509651
Michaelis constant	v10	Acetyl_CoA	0.0406582081714	0.0922726059567	0.187984834995	mM	Balanced parameter value	Basic		-3.20255454034	1.28027072549
Michaelis constant	v10	Cit	0.132318911458	0.296675406407	0.595358874901	mM	Balanced parameter value	Basic		-2.02254027433	1.27076640557
Michaelis constant	v10	CoA	0.189622309175	0.486202491068	1.14793123886	mM	Balanced parameter value	Basic		-1.66272103166	1.3722907404
Michaelis constant	v11	Cit	0.132318911458	0.296675406406	0.595358874901	mM	Balanced parameter value	Basic		-2.02254027433	1.27076640557
Michaelis constant	v11	IsoCit	0.131786727029	0.295511888573	0.593098385539	mM	Balanced parameter value	Basic		-2.02657036738	1.27084551106
Michaelis constant	v12	IsoCit	0.131786727029	0.295511888572	0.593098385537	mM	Balanced parameter value	Basic		-2.02657036738	1.27084551106
Michaelis constant	v12	NAD_p	0.0289092861558	0.0816754291282	0.215813835896	mM	Balanced parameter value	Basic		-3.54359241521	1.44124276081
Michaelis constant	v12	OG	0.252727163924	0.646382389457	1.52160493594	mM	Balanced parameter value	Basic		-1.37544477561	1.37046033101
Michaelis constant	v12	NADH	0.0344192929859	0.0972424746071	0.256947183272	mM	Balanced parameter value	Basic		-3.3691380292	1.44124276081
Michaelis constant	v14	OG	0.252727163924	0.646382389457	1.52160493594	mM	Balanced parameter value	Basic		-1.37544477561	1.37046033101
Michaelis constant	v14	CoA	0.189622309175	0.486202491068	1.14793123886	mM	Balanced parameter value	Basic		-1.66272103166	1.3722907404
Michaelis constant	v14	NAD_p	0.0289092861558	0.0816754291282	0.215813835897	mM	Balanced parameter value	Basic		-3.54359241521	1.44124276081
Michaelis constant	v14	CO2	0.324399489311	0.730542906534	1.47407523053	mM	Balanced parameter value	Basic		-1.125779531	1.27421522305
Michaelis constant	v14	SCoA	0.00407118936634	0.00950818298667	0.0200676024078	mM	Balanced parameter value	Basic		-5.50382009462	1.3024727333
Michaelis constant	v14	NADH	0.034419292986	0.0972424746072	0.256947183272	mM	Balanced parameter value	Basic		-3.3691380292	1.44124276081
Michaelis constant	v15	GDP	0.0211189257841	0.0460164046529	0.089082851689	mM	Balanced parameter value	Basic		-3.85758568393	1.248061185
Michaelis constant	v15	SCoA	0.00407118936634	0.00950818298667	0.0200676024078	mM	Balanced parameter value	Basic		-5.50382009462	1.3024727333
Michaelis constant	v15	Pi	1.23845721119	2.78975709437	5.6310521318	mM	Balanced parameter value	Basic		0.213866420456	1.27443172327
Michaelis constant	v15	Suc	0.104534638216	0.199944476555	0.326005198127	mM	Balanced parameter value	Basic		-2.25823679632	1.13887771786
Michaelis constant	v15	GTP	0.0471158997566	0.102661675644	0.198742055023	mM	Balanced parameter value	Basic		-3.05514476048	1.248061185
Michaelis constant	v15	CoA	0.189622309175	0.486202491068	1.14793123886	mM	Balanced parameter value	Basic		-1.66272103166	1.3722907404
Michaelis constant	v16	Suc	0.104534638215	0.199944476555	0.326005198127	mM	Balanced parameter value	Basic		-2.25823679632	1.13887771786
Michaelis constant	v16	Q	0.0288497424676	0.0791912888299	0.202438498221	mM	Balanced parameter value	Basic		-3.54565421267	1.42110185204
Michaelis constant	v16	Fum	0.0734865132361	0.140755606852	0.229941986317	mM	Balanced parameter value	Basic		-2.61065338299	1.14010807011
Michaelis constant	v16	QH2	0.0344903318055	0.0946744613376	0.242018485319	mM	Balanced parameter value	Basic		-3.36707623174	1.42110185204
Michaelis constant	v17	Fum	0.0734865132361	0.140755606852	0.229941986317	mM	Balanced parameter value	Basic		-2.61065338299	1.14010807011
Michaelis constant	v17	Mal	0.419935086168	1.10726343723	2.70146082557	mM	Balanced parameter value	Basic		-0.867655136393	1.39251336498
Michaelis constant	v18	Mal	0.419935086168	1.10726343723	2.70146082557	mM	Balanced parameter value	Basic		-0.867655136393	1.39251336498
Michaelis constant	v18	NAD_p	0.0289092861558	0.0816754291283	0.215813835897	mM	Balanced parameter value	Basic		-3.54359241521	1.44124276081
Michaelis constant	v18	NADH	0.0344192929859	0.0972424746071	0.256947183272	mM	Balanced parameter value	Basic		-3.3691380292	1.44124276081
Michaelis constant	v18	OXA	0.210416186018	0.510562821484	1.12875085444	mM	Balanced parameter value	Basic		-1.55866787133	1.33148509651
Michaelis constant	v20	Ala	0.0256143633385	0.0506311883826	0.0863292378211	mM	Balanced parameter value	Basic		-3.66460201693	1.1674026688
Michaelis constant	v20	OG	0.252727163925	0.646382389458	1.52160493594	mM	Balanced parameter value	Basic		-1.37544477561	1.37046033101
Michaelis constant	v20	Glu	0.0616148175167	0.145288092385	0.3102569636	mM	Balanced parameter value	Basic		-2.78685289327	1.30982153714
Michaelis constant	v20	Pyr	0.646773269531	1.63058174546	3.77364604283	mM	Balanced parameter value	Basic		-0.435759479389	1.35992376962
Michaelis constant	v21	OXA	0.210416186018	0.510562821485	1.12875085444	mM	Balanced parameter value	Basic		-1.55866787133	1.33148509651
Michaelis constant	v21	Glu	0.0616148175167	0.145288092385	0.3102569636	mM	Balanced parameter value	Basic		-2.78685289327	1.30982153714
Michaelis constant	v21	Asp	0.0198879599813	0.0426800795394	0.0810407802101	mM	Balanced parameter value	Basic		-3.91764075642	1.23581371371
Michaelis constant	v21	OG	0.252727163925	0.646382389458	1.52160493594	mM	Balanced parameter value	Basic		-1.37544477561	1.37046033101
Michaelis constant	v22	Glu_cyt	0.0285082550634	0.0688646168527	0.151426014779	mM	Balanced parameter value	Basic		-3.5575615823	1.3281180715
